manager_id,manager_name,type,style,strategy,sector,active
2179,Momentum Trading,Crypto,Discretionary,Digital Asset Allocator,Global,False
2181,MomentumCapture,CTA,Systematic,Short Term,Global,False
2182,Mona Strategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
2183,Monarch Capital Management,CTA,Systematic,Multi Strategy,Currency,False
2184,Mondiale Asset Management,CTA,Systematic,Short Term,Global,False
2185,Moneta,Equity LS,Discretionary,Fundamental,Europe,True
2186,Money4me,Crypto,Discretionary,Digital Asset Allocator,Global,False
2187,Money4you,Crypto,Discretionary,Digital Asset Allocator,Global,False
2188,Moneychain Aegle,Crypto,Discretionary,Digital Asset Allocator,Global,False
2189,Monolith Capital,CTA,Systematic,Multi Strategy,Currency,False
2190,Monroe Capital Management,CTA,Discretionary,Option Strategy,Equity,False
2191,Monsoon Capital,LongOnly,Discretionary,Fundamental,India,False
2192,Montague Financial,CTA,Systematic,Option Strategy,Global,False
2193,Monterosso Investment Mgmt Co,CTA,Systematic,Multi Strategy,Equity,False
2194,Monyx Financial Group,CTA,Systematic,Multi Strategy,Global,False
2195,Moon 2050,Crypto,Discretionary,Digital Asset Allocator,Global,False
2196,Moon Fund,Crypto,Discretionary,Digital Asset Allocator,Global,False
2197,Moon mission with maximum Luna,Crypto,Discretionary,Digital Asset Allocator,Global,False
2198,Moon One,Crypto,Discretionary,Digital Asset Allocator,Global,False
2201,MOONITY,Crypto,Discretionary,Digital Asset Allocator,Global,False
2202,MoonShot,Crypto,Discretionary,Digital Asset Allocator,Global,False
2203,MoreD4ata,Crypto,Discretionary,Digital Asset Allocator,Global,False
2204,Morgan Stanley,Hedge Fund,Fund of Funds,Diversified,Global,True
2206,Morningstar Alternatives,Hedge Fund,Systematic,Diversified,Global,True
2207,Morris Capital Australia Pty,CTA,Discretionary,Technical,Currency,False
2208,Motus Capital Management,Crypto,Discretionary,Digital Asset Allocator,Global,True
2210,Mountains and Valleys,Crypto,Discretionary,Digital Asset Allocator,Global,True
2211,MProved Systematic [Magnetar],Event Driven,Systematic,MergerArb,US,False
2212,MQ38,CTA,Systematic,Short Term,Global,False
2213,MQS Management,Market Neutral,Systematic,Multi Strategy,Global,True
2215,MS Capital Management Limited,CTA,Systematic,Trend Following,Global,True
2219,Mslo Asset Management,CTA,Discretionary,Short Term,Equity,False
2220,MSR Investments,AssetAllocation,Systematic,Multi Strategy,Global,False
2221,Muddy River Trading,CTA,Discretionary,Technical,Global,False
2222,Muirlands Capital Management,CTA,Systematic,Trend Following,Global,False
2223,Mullaney Investment Management,CTA,Discretionary,Option Writer,Equity,False
2225,Multipass INVEST,Crypto,Discretionary,Digital Asset Allocator,Global,False
2226,Mulvaney Capital Management,CTA,Systematic,Trend Following,Global,True
2227,Mushroom Optimist,Crypto,Discretionary,Digital Asset Allocator,Global,False
2228,Mutant Investment Assets,Crypto,Discretionary,Digital Asset Allocator,Global,False
2229,Mutiny,AssetAllocation,Systematic,Diversified,Global,True
2230,Muzinich,Fixed Income,Discretionary,Credit,Europe,True
2231,MVPQ Capital Limited,Crypto,Discretionary,Crypto LS,Global,False
2232,MY Alpha Management,Event Driven,Discretionary,Fundamental,Asia,False
2233,My dream blockchain,Crypto,Discretionary,Digital Asset Allocator,Global,False
2234,Mygale,Event Driven,Discretionary,Fundamental,Europe,False
2235,MyMasterStrategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
2236,Myst Capital Management,LongOnly,Active Index,Diversified,Commodity,False
2237,MyStrategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
2238,NADIRSK,Crypto,Discretionary,Digital Asset Allocator,Global,False
2239,NamNar Capital,Hedge Fund,Fund of Funds,Diversified,Global,False
2241,Nanjia Capital Limited,Market Neutral,Systematic,Multi Strategy,Global,True
2242,napfton,Crypto,Discretionary,Digital Asset Allocator,Global,False
2245,Nationwide,Equity LS,Systematic,Multi Strategy,US,False
2246,Natixis ASG,Hedge Fund,Systematic,Multi Strategy,Global,True
2247,Clark Capital Management,Equity LS,Systematic,Momentum,US,False
2249,Navitas Capital Management ASA,CTA,Discretionary,Fundamental,Energy,False
2250,NB International,CTA,Discretionary,Option Strategy,Equity,False
2251,NCPGroup,Fixed Income,Discretionary,Fundamental,Nordic,False
2252,NDX Capital Management,CTA,Discretionary,Fundamental,Agricultural,False
2253,Nektar Asset Management,Fixed Income,Discretionary,Multi Strategy,Nordic,False
2254,Nelson Trading Group,CTA,Systematic,Trend Following,Global,False
2255,Neomenia Limited,Crypto,Discretionary,Digital Asset Allocator,Global,False
2256,Neptune Investing,CTA,Systematic,Short Term,Global,False
2257,Nessica Group,CTA,Systematic,Short Term,Currency,False
2258,Netherstrategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
2259,NetworK,Crypto,Discretionary,Digital Asset Allocator,Global,False
2260,Neuberger Berman,Equity LS,Discretionary,Multi Strategy,US,True
2262,Neural Capital Trading,CTA,Systematic,Trend Following,Global,False
2264,New Capital (EFG),Hedge Fund,Fund of Funds,Diversified,Global,True
2265,New Crypto Challenge,Crypto,Discretionary,Digital Asset Allocator,Global,False
2266,New Mountain,Equity LS,Discretionary,Fundamental,US,False
2267,New2020won Pomegranat,Crypto,Discretionary,Digital Asset Allocator,Global,False
2268,Newfound,LongOnly,Systematic,Sector,Equity,False
2269,NewFutureTokens Future,Crypto,Discretionary,Digital Asset Allocator,Global,False
2270,Newport Private Capital,CTA,Discretionary,Option Writer,Equity,False
2271,Newport Systems,CTA,Discretionary,Option Strategy,Agricultural,False
2272,Newton,AssetAllocation,Discretionary,Diversified,Global,True
2273,NEXIT Consulting,CTA,Systematic,Trend Following,Currency,False
2274,Next Gen Investments,Crypto,Discretionary,Digital Asset Allocator,Global,False
2275,Next Generation Coins,Crypto,Discretionary,Digital Asset Allocator,Global,False
2276,Next Platforms,Crypto,Discretionary,Digital Asset Allocator,Global,False
2277,NextGen Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
2278,NFT Core,Crypto,Discretionary,Digital Asset Allocator,Global,False
2279,NFT FTW,Crypto,Discretionary,Digital Asset Allocator,Global,False
2280,NFT MetelkovaCryptoUnderground,Crypto,Discretionary,Digital Asset Allocator,Global,False
2281,NFT Powered,Crypto,Discretionary,Digital Asset Allocator,Global,False
2282,Niceguymark  Mark,Crypto,Discretionary,Digital Asset Allocator,Global,False
2283,Nickel,Crypto,Discretionary,Digital Asset Allocator,Global,True
2284,NickJen Capital Management & Consultants,CTA,Discretionary,Fundamental,Commodity,False
2285,Nico Partners,CTA,Systematic,Market Neutral,Commodity,False
2287,NilssonHedge Index,NilssonHedge Index,NilssonHedge Index,NilssonHedge Index,NilssonHedge Index,True
2289,Ninety One (Investec),AssetAllocation,Discretionary,Diversified,Global,True
2290,Nivin Investments,CTA,Systematic,Multi Strategy,Global,False
2291,NN,CTA,Systematic,Multi Strategy,Global,False
2292,NN Investment Partners,RiskPremia,Systematic,Multi Strategy,Global,False
2293,No risk No Loss Only Win,Crypto,Discretionary,Digital Asset Allocator,Global,False
2294,No1 Capital TheonE,Crypto,Discretionary,Digital Asset Allocator,Global,False
2295,Nobullshit,Crypto,Discretionary,Digital Asset Allocator,Global,False
2296,NOMA Capital AS,Equity LS,Discretionary,Fundamental,Nordic,False
2297,Nomura,Market Neutral,Discretionary,Fundamental,Asia,True
2298,Non Correlated Capital,CTA,Discretionary,Multi Strategy,Global,False
2299,Non-Linear Technologies,CTA,Systematic,AI,Currency,False
2300,Noor Capital,CTA,Discretionary,Option Strategy,Energy,False
2301,Nordea Asset Management,Fixed Income,Discretionary,Fundamental,Europe,True
2302,Norden Capital Partners AS,CTA,Discretionary,Fundamental,Energy,False
2303,Nordic Archipelago Investments,Equity LS,Discretionary,Fundamental,Nordic,True
2304,Nordic Asset Management,Hedge Fund,Discretionary,Fundamental,Global,False
2305,Nordic Capital Management AS,Hedge Fund,Fund of Funds,Diversified,Global,False
2306,Nordic Cross Asset Management,Fixed Income,Discretionary,Multi Strategy,Nordic,False
2307,Nordisk Energiforvaltning AS,CTA,Systematic,Multi Strategy,Energy,False
2308,NordIX,CTA,Systematic,AI,Fixed Income,False
2309,Nordkinn Asset Management,Fixed Income,Discretionary,Fundamental,Nordic,True
2310,Norron,Equity LS,Discretionary,Fundamental,Nordic,True
2311,Norselab,Fixed Income,Discretionary,Fundamental,ESG,True
2312,North MaxQ,CTA,Discretionary,Fundamental,Global,False
2313,North Rock Digital,Crypto,Discretionary,Crypto LS,Global,False
2314,Northbridge Capital Management,CTA,Systematic,Short Term,Currency,False
2315,Northern Advisors,CTA,Systematic,Short Term,Equity,False
2316,Northern Capital Partners,CTA,Systematic,Multi Strategy,Commodity,False
2317,Northern Star Partners,CTA,Systematic,Trend Following,Global,False
2318,Northern Trace Capital,CTA,Discretionary,Fundamental,Energy,False
2319,Northfield Trading,CTA,Systematic,Multi Strategy,Global,False
2320,Northmen Investments,CTA,Discretionary,Option Writer,Equity,False
2321,Northside Trading,CTA,Systematic,Trend Following,Global,False
2322,Northstar Commodity Investment Co,CTA,Discretionary,Fundamental,Commodity,False
2323,Northwater Capital Management,CTA,Systematic,Multi Strategy,Global,False
2324,NorWatt AS,CTA,Discretionary,Fundamental,Energy,False
2325,Nostradamus Adoption Prophecy,Crypto,Discretionary,Digital Asset Allocator,Global,False
2326,Notfinancialadvice CL,Crypto,Discretionary,Digital Asset Allocator,Global,False
2327,Notz Stucki Europe SA,CTA,Fund of Funds,Diversified,Global,False
2328,Nova Investment Strategies,CTA,Discretionary,Fundamental,Global,False
2329,Noviscient,Hedge Fund,Multi PM,Multi Strategy,Global,False
2330,NovoDyn Advisors,CTA,Systematic,Contrarian,Global,False
2331,Novus Investments,CTA,Discretionary,Technical,Metal,False
2332,NS Selection,CTA,Systematic,Trend Following,Global,False
2333,Nuance,Equity LS,Discretionary,Value,US,False
2334,Numberline Capital Partners,CTA,Systematic,Market Neutral,Global,True
2335,Numbers,CTA,Systematic,Multi Strategy,Global,False
2336,Numen,Fixed Income,Discretionary,Multi Strategy,Europe,True
2337,Numeri Capital Management,CTA,Systematic,Short Term,Global,False
2338,Nuveen,Equity LS,Discretionary,Fundamental,US,True
2339,Nuvision Capital,CTA,Systematic,Short Term,Equity,False
2340,NuWave Investment Management,CTA,Systematic,Multi Strategy,Commodity,True
2341,NWOne,CTA,Systematic,AI,Commodity,True
2342,Nykredit Asset Management,Fixed Income,Discretionary,MBS,Nordic,True
2343,Nykredit Portefolje Bank,Fixed Income,Discretionary,Fundamental,Nordic,False
2345,O'Brien Investment Group,CTA,Systematic,Trend Following,Global,True
2346,Oak Investment Group,CTA,Discretionary,Option Strategy,Agricultural,False
2347,Oakhurst,Hedge Fund,Fund of Funds,Diversified,Global,True
2348,OakLadder,CTA,Systematic,Short Term,Currency,False
2349,Oakley Capital Investments,Private Equity,Discretionary,Diversified,Technology,True
2351,Oaks Field Partners,CTA,Discretionary,Fundamental,Fixed Income,False
2352,OakTree,Fixed Income,Discretionary,Fundamental,Global,True
2353,Observatory Capital Management,Fixed Income,Discretionary,Fundamental,Nordic,False
2354,Obsolesce,Crypto,Discretionary,Digital Asset Allocator,Global,False
2355,OC PRIME,Crypto,Discretionary,Digital Asset Allocator,Global,False
2356,Ocean Arete,CTA,Discretionary,Fundamental,Asia,True
2357,Oceanic Investment Management Limited,Hedge Fund,Discretionary,Fundamental,Commodity,True
2358,Oceanwood,Event Driven,Discretionary,Fundamental,Europe,False
2359,Octopus,Hedge Fund,Fund of Funds,Diversified,Global,False
2360,Odey,Equity LS,Discretionary,Fundamental,Global,False
2361,ODIN88 Asset Management,Crypto,Fund of Funds,Market Neutral,Global,False
2362,Oesterreichische Volksbanken AG,CTA,Systematic,Trend Following,Global,False
2363,Oggctopus oggctopus,Crypto,Discretionary,Digital Asset Allocator,Global,False
2364,OKCM,CTA,Systematic,Short Term,Currency,False
2366,Old Park Capital Limited,CTA,Systematic,Short Term,Global,False
2367,Olsen,CTA,Systematic,Short Term,Currency,False
2368,Olympia Capital Group,CTA,Systematic,Multi Strategy,Global,False
2369,Omni Trading,CTA,Systematic,Option Writer,Equity,False
2370,OMNIA BTC Hedge Fund Strategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
2371,Omnichain Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
2372,Omniverse Crypto Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
2373,Oncapital,Equity LS,Discretionary,Fundamental,Global,False
2374,Onda Capital Management,CTA,Systematic,Short Term,Equity,False
2375,One EYE,Crypto,Discretionary,Digital Asset Allocator,Global,False
2377,Oneway Likabl Cyclon,Crypto,Discretionary,Digital Asset Allocator,Global,False
2378,Onikami Capital,CTA,Systematic,Multi Strategy,Currency,False
2379,Only Way Up,Crypto,Discretionary,Digital Asset Allocator,Global,False
2380,OnlyCash,Crypto,Discretionary,Digital Asset Allocator,Global,False
2381,OnTrack,Hedge Fund,Fund of Funds,Diversified,Global,True
2382,ONYX Capital Advisors,CTA,Systematic,Short Term,Currency,False
2383,OP Fund Management,Hedge Fund,Fund of Funds,Diversified,Global,True
2384,Opes Capital Group,CTA,Discretionary,Option Strategy,Equity,False
2385,Opt1 System,CTA,Systematic,Short Term,Currency,False
2387,OptHedge Advisors,CTA,Discretionary,Technical,Global,False
2388,Opti crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
2389,Optima Fund Management,CTA,Fund of Funds,Diversified,Global,True
2390,Optimal Models,CTA,Systematic,Multi Strategy,Global,False
2391,Optimized Portfolio Management Stockholm,Hedge Fund,Fund of Funds,Diversified,Nordic,False
2393,Optimum Strategies,CTA,Systematic,Multi Strategy,Global,False
2394,Optimus Capital Management,CTA,Systematic,Multi Strategy,Global,False
2395,Option Capital Advisory,CTA,Discretionary,Option Writer,Equity,False
2396,Option Capital Limited,CTA,Systematic,Option Writer,Global,False
2397,OptionVue Research,CTA,Systematic,Option Strategy,Equity,False
2398,Opto Global Macro,CTA,Discretionary,Fundamental,Global,False
2399,Opus Futures,CTA,Discretionary,Fundamental,Agricultural,True
2400,OQAM,Hedge Fund,Systematic,Multi Strategy,Global,False
2401,Oracle,Crypto,Discretionary,Digital Asset Allocator,Global,False
2402,Orbits Venture,CTA,Systematic,Contrarian,Equity,True
2403,Orchard Grove Asset Management,CTA,Systematic,Short Term,Global,False
2404,Orgone Commodity Management,CTA,Discretionary,Fundamental,Agricultural,False
2406,Origo Fonder,Equity LS,Discretionary,Fundamental,Nordic,True
2407,Nter Asset Management,CTA,Systematic,Multi Strategy,Global,False
2408,Orion Capital Advisors,CTA,Systematic,Multi Strategy,Global,False
2409,Orion Resource Partners,CTA,Discretionary,Fundamental,Metal,True
2410,Ornate Capital Management,CTA,Systematic,Option Strategy,Volatility,False
2411,Orthoblock Kljuka,Crypto,Discretionary,Digital Asset Allocator,Global,False
2412,Ortus Capital Management Limited,CTA,Discretionary,Fundamental,Currency,False
2413,Orwell Capital,CTA,Systematic,Multi Strategy,Currency,False
2414,Oslo Asset Management,Equity LS,Discretionary,Fundamental,Natural Resource,False
2415,Osmanov,CTA,Systematic,Multi Strategy,Global,False
2416,Osmosis,Market Neutral,Systematic,Fundamental,Global,False
2417,Ospraie Management,CTA,Discretionary,Fundamental,Commodity,True
2419,Othania Invest,AssetAllocation,Systematic,Diversified,Equity,True
2420,Otter Creek,Equity LS,Discretionary,Fundamental,US,False
2421,Outer Heaven Tim,Crypto,Discretionary,Digital Asset Allocator,Global,False
2422,Overthinking KingKong,Crypto,Discretionary,Digital Asset Allocator,Global,False
2423,Ox Capital,Equity LS,Discretionary,Fundamental,Asia,True
2424,Oxeye Capital Management,RiskPremia,Systematic,Option Writer,Equity,False
2425,Oxford Algorithms,CTA,Systematic,AI,Global,True
2427,P-Hat Fund,Crypto,Systematic,Crypto LS,Global,True
2428,P/E Investments,CTA,Systematic,Fundamental,Currency,True
2430,Pacific Capital Advisors,CTA,Systematic,Multi Strategy,Global,False
2431,Pacific Fonder,Hedge Fund,Discretionary,Gold Biased,Global,False
2432,Pacific Life Fund Advisors,CTA,Systematic,Multi Strategy,Global,False
2433,PacificFront Capital,CTA,Systematic,Multi Strategy,Global,False
2434,Pacifico Capital,CTA,Discretionary,Option Strategy,Global,False
2437,PAK Capital,CTA,Discretionary,Technical,Currency,False
2438,Paleo Capital,Equity LS,Discretionary,Fundamental,Global,False
2439,Palomar Capital Management,CTA,Systematic,Multi Strategy,Global,False
2440,PAM Universal,CTA,Fund of Funds,Diversified,Global,False
2441,Pan Capital Management LP,CTA,Discretionary,Fundamental,Energy,False
2442,Panacea Capital,CTA,Discretionary,Option Strategy,Agricultural,False
2443,PanAgora,LongOnly,Risk Parity,Diversified,Global,False
2445,Pandium Capital,Equity LS,Discretionary,Fundamental,Global,False
2446,Pangea Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
2447,Pango Capital,CTA,Systematic,Short Term,Global,False
2448,Panima Capital Management,CTA,Systematic,Multi Strategy,Global,False
2449,Panoramix Roblocks,Crypto,Discretionary,Digital Asset Allocator,Global,False
2450,Pantera Capital Management LP,Crypto,Discretionary,Digital Asset Allocator,Global,False
2451,Pantheon,Crypto,Discretionary,Digital Asset Allocator,Global,False
2452,Pantheon International,Private Equity,Discretionary,Diversified,Global,True
2453,Panther series bitFish!,Crypto,Discretionary,Digital Asset Allocator,Global,False
2454,Panxora,Crypto,Discretionary,Digital Asset Allocator,Global,False
2455,Paradigm Shift 1,Crypto,Discretionary,Digital Asset Allocator,Global,False
2456,Paradox Capital Management,CTA,Systematic,Contrarian,Global,False
2457,Paramount Capital Management,CTA,Discretionary,Fundamental,Global,False
2458,Pardo Capital Limited,CTA,Systematic,Multi Strategy,Global,False
2459,Pareto Asset Management AS,Equity LS,Discretionary,Fundamental,Global,True
2462,Parizek Capital,CTA,Systematic,Trend Following,Global,False
2463,Parkestone Capital Management,CTA,Systematic,Short Term,Global,False
2464,Parrot Trading Partners,CTA,Discretionary,Option Writer,Equity,False
2465,Partner Capital,CTA,Systematic,Short Term,Currency,False
2466,Parus Finance,Equity LS,Discretionary,Fundamental,Global,True
2467,Parvin,LongOnly,Systematic,Option Strategy,Equity,True
2468,Pas Management,CTA,Systematic,Trend Following,Global,False
2469,PatientMoon,Crypto,Discretionary,Digital Asset Allocator,Global,False
2470,Patronus Capital Management,CTA,Systematic,Multi Strategy,Global,True
2471,Pavlik Capital Management,CTA,Discretionary,Multi Strategy,Global,False
2472,Pawberry,CTA,Systematic,Multi Strategy,Equity,False
2473,Peak Asset Management,Hedge Fund,Systematic,Multi Strategy,Global,False
2474,PEAQ Capital Strategies,CTA,Systematic,Contrarian,Global,False
2475,Pearl Capital Advisors,CTA,Systematic,Multi Strategy,Global,False
2476,Pearlman CTA,CTA,Discretionary,Fundamental,Global,False
2477,Pearlman Cta Managed Futures Capital Management,CTA,Discretionary,Fundamental,Global,False
2478,Pect,CTA,Discretionary,Fundamental,Currency,False
2481,Pecunio,Crypto,Discretionary,Digital Asset Allocator,Global,True
2482,Pelican Bay Futures Management,CTA,Systematic,Market Neutral,Commodity,False
2483,Penco Capital Management,CTA,Discretionary,Market Neutral,Commodity,True
2484,Penso Advisors,CTA,Discretionary,Fundamental,Global,False
2485,Pensum Asset Management,Equity LS,Discretionary,Fundamental,Global,True
2486,Pepe Investors Trading,Crypto,Discretionary,Digital Asset Allocator,Global,False
2487,Perdurance,Market Neutral,Discretionary,Fundamental,Europe,False
2488,Pere Trading Group,CTA,Systematic,Short Term,Equity,False
2489,Performance Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
2490,Permian Capital Management,Crypto,Discretionary,Digital Asset Allocator,Global,False
2491,Pernix Capital,CTA,Fund of Funds,Diversified,Global,False
2492,Pershing square,Equity LS,Discretionary,Fundamental,Global,True
2493,Persimmon,Equity LS,Discretionary,Technical,US,True
2494,Persistent Capital Management,CTA,Systematic,Trend Following,Global,False
2495,Tavira Financial,Equity LS,Discretionary,Fundamental,North America,True
2496,Petrus Advisers,Equity LS,Discretionary,Value,Europe,True
2497,Petrus Tujec,Crypto,Discretionary,Digital Asset Allocator,Global,False
2498,PFA Asset Management,Fixed Income,Discretionary,Multi Strategy,Nordic,False
2499,PFG,CTA,Fund of Funds,Diversified,Global,False
2502,PGM Asset Management,CTA,Systematic,Multi Strategy,Global,False
2503,PGR Capital,CTA,Systematic,Short Term,Global,False
2504,Phalanx Investment Management,CTA,Discretionary,Option Writer,Equity,False
2505,Pharo Global Advisors,CTA,Discretionary,Fundamental,Emerging,True
2506,Pharos Forvaltning AS,Equity LS,Discretionary,Fundamental,Nordic,False
2507,Phoenix Asset Management,Private Equity,Discretionary,Diversified,Europe,True
2508,Phoenix Venture Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
2509,Picard Angst,LongOnly,Active Index,Enhanced Index,Commodity,True
2510,Pici971,Crypto,Discretionary,Digital Asset Allocator,Global,False
2511,Pictet Asset Management,Equity LS,Discretionary,Fundamental,Europe,True
2512,Pier Trading Company,CTA,Systematic,Trend Following,Global,False
2513,Pigster Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
2514,Pilgrim Partners Asia,CTA,Systematic,Multi Strategy,Global,True
2515,PIMCO,AssetAllocation,Discretionary,Diversified,Global,True
2516,Pina Criptohold Green-Pina,Crypto,Discretionary,Digital Asset Allocator,Global,False
2517,Pinemoor Capital,CTA,Discretionary,Option Strategy,Global,False
2518,Pinnacle,AssetAllocation,Discretionary,Diversified,Global,True
2519,Pinnacle Alternative Investments,CTA,Systematic,Multi Strategy,Commodity,False
2520,Pinnacle Quant,CTA,Systematic,Trend Following,Equity,False
2521,Pinstripe Capital,CTA,Systematic,Multi Strategy,Equity,False
2522,Pinstripe Trading,CTA,Systematic,Short Term,Equity,False
2524,Piquant Technologies,CTA,Systematic,Multi Strategy,Global,False
2525,Pirates of Profit,CTA,Systematic,Option Strategy,Equity,False
2526,Pirates Of Profit Cta,CTA,Discretionary,Option Writer,Global,False
2527,Piston Trading,CTA,Systematic,Short Term,Fixed Income,False
2528,PL Digital Management Pte,Crypto,Systematic,Crypto LS,Global,True
2529,Plain Capital,CTA,Systematic,Trend Following,Equity,False
2531,Plaintext Capital Management,Crypto,Systematic,Crypto LS,Global,True
2532,PLANE Trend,Crypto,Discretionary,Digital Asset Allocator,Global,False
2533,Platinum,Equity LS,Discretionary,Fundamental,Asia,False
2534,Plato,Market Neutral,Systematic,Multi Strategy,Global,False
2535,Plimsoll Capital,CTA,Discretionary,Fundamental,Currency,False
2536,Plinius Capital,Fixed Income,Discretionary,Fundamental,Nordic,False
2537,Plotinus Asset Management,CTA,Systematic,Short Term,Equity,True
2538,Ploutos index Mercury,Crypto,Discretionary,Digital Asset Allocator,Global,False
2539,Plurimi Investment Managers,AssetAllocation,Discretionary,Fundamental,Global,True
2540,Plus EV Capital,CTA,Systematic,Trend Following,Global,False
2541,PlusPlus Capital Management,CTA,Systematic,Multi Strategy,Global,True
2542,PlusTick Management,Equity LS,Discretionary,Fundamental,Global,False
2543,Plutus Capital Management,CTA,Discretionary,Option Writer,Global,False
2544,Plutus21 Blockchain Capital,Crypto,Discretionary,Digital Asset Allocator,Global,True
2545,Pohjola Asset Management,Market Neutral,Discretionary,Fundamental,Europe,False
2546,Point72,Hedge Fund,Multi PM,Multi Strategy,Global,False
2548,Polar Asset Management AS,CTA,Discretionary,Multi Strategy,Global,False
2549,Polar Asset Management Partners,Equity LS,Discretionary,Fundamental,North America,True
2550,Polar Star Management,CTA,Discretionary,Market Neutral,Commodity,True
2552,Polaris Capital Management Sarl,CTA,Systematic,Multi Strategy,Global,False
2553,Pollen Street,Fixed Income,Discretionary,ABS,Global,False
2554,Poltionorch,Crypto,Discretionary,Digital Asset Allocator,Global,False
2555,Polynom Crypto Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
2556,Port Capital Fonder,Equity LS,Discretionary,Fundamental,Energy,False
2557,Port City Capital,CTA,Systematic,Option Writer,Equity,False
2558,Portal Asset Management,Crypto,Fund of Funds,Crypto LS,Global,True
2559,Portfolio Concept,CTA,Systematic,Short Term,Global,False
2560,Portl Sho,Crypto,Discretionary,Digital Asset Allocator,Global,False
2562,Poseidon Advisors,CTA,Systematic,Trend Following,Global,False
2563,Postrock Capital Management,CTA,Discretionary,Market Neutral,Agricultural,False
2564,Potential Meter,Crypto,Discretionary,Digital Asset Allocator,Global,False
2565,Potential Unlimited,CTA,Systematic,Contrarian,Global,False
2566,Potomac Portfolios,CTA,Systematic,Trend Following,Global,False
2567,Power,AssetAllocation,Discretionary,Diversified,Global,True
2568,Powercoin Borut Kramar,Crypto,Discretionary,Digital Asset Allocator,Global,False
2569,PPF - PMG Partners Funds,Private Equity,Fund of Funds,Diversified,Global,True
2570,Praus Capital Management,CTA,Systematic,Short Term,Global,False
2571,Predictive Rift,CTA,Systematic,Multi Strategy,Global,False
2572,Premia Capital Management,CTA,Systematic,Multi Strategy,Commodity,False
2574,Premium Capital Advisors AG,CTA,Systematic,Short Term,Global,True
2575,Premium Invest,Crypto,Discretionary,Digital Asset Allocator,Global,False
2577,Prentice Capital Management,Equity LS,Discretionary,Fundamental,Global,False
2578,Prescient Ridge Management,CTA,Systematic,Short Term,Global,False
2579,Prestige,CTA,Fund of Funds,Diversified,Global,False
2580,Prestige Futures,CTA,Discretionary,Option Writer,Equity,False
2581,Preston Ridge Capital,CTA,Systematic,Multi Strategy,Currency,False
2582,Preton Fund Advisors,CTA,Fund of Funds,Diversified,Global,False
2584,Prim' Finance,CTA,Systematic,Multi Strategy,Equity,False
2585,Prime Factor Capital,Crypto,Discretionary,Market Neutral,Global,False
2586,Prime Time,Crypto,Discretionary,Digital Asset Allocator,Global,False
2587,Princess,Private Equity,Discretionary,Diversified,Global,True
2589,Princeton Investments and Technologies,CTA,Systematic,Market Neutral,Commodity,False
2590,Principal,Hedge Fund,Fund of Funds,Diversified,Global,True
2592,Principalium Capital AG,CTA,Systematic,Short Term,Global,False
2593,Principle Capital Management,CTA,Discretionary,Fundamental,Commodity,False
2594,Principles Karlheinz Niebuhr Funk,Crypto,Discretionary,Digital Asset Allocator,Global,False
2595,Prior & Nilsson Fond och Kapitalforvaltning,Hedge Fund,Fund of Funds,Multi Strategy,Global,True
2596,Private Fund Management SA,CTA,Discretionary,Multi Strategy,Global,False
2597,PrivilEdge,CTA,Systematic,Fundamental,Global,True
2598,Pro Crypto Daytrading Group,Crypto,Discretionary,Digital Asset Allocator,Global,False
2599,Pro Meta Rem crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
2600,ProAlpha Capital,CTA,Systematic,Multi Strategy,India,False
2601,Probabilities,Equity LS,Discretionary,Tactical,US,False
2602,ProChain Capital,Crypto,Discretionary,Digital Asset Allocator,Global,True
2603,Producers Advisory Group,CTA,Systematic,Trend Following,Global,False
2604,Profit Taking,Crypto,Discretionary,Digital Asset Allocator,Global,False
2605,ProfitScore Capital Management,Equity LS,Systematic,Fundamental,Global,False
2607,ProFunds,Crypto,Systematic,Digital Asset Allocator,Global,True
2608,Programado,CTA,Discretionary,Fundamental,Global,False
2609,Progressive Capital Partners,CTA,Discretionary,Multi Strategy,Volatility,True
2610,Project Everest,Crypto,Discretionary,Digital Asset Allocator,Global,False
2611,Project Moon,Crypto,Discretionary,Digital Asset Allocator,Global,False
2612,Prolific Capital Markets,Crypto,Discretionary,Crypto LS,Global,True
2613,Prophet Priest and King,Crypto,Discretionary,Digital Asset Allocator,Global,False
2614,Propips Florian Michel Alain Uguen,Crypto,Discretionary,Digital Asset Allocator,Global,False
2615,Hottinger,LongOnly,Discretionary,Fundamental,China,False
2616,Protean Funds Scandinavia,Equity LS,Discretionary,Fundamental,Small Cap,True
2617,Protec Energy Partners,CTA,Discretionary,Fundamental,Energy,False
