manager_id,manager_name,type,style,strategy,sector,active
787,CR Wellington,Hedge Fund,Systematic,AI,Global,False
788,China Asset Management (Hong Kong),Equity LS,Discretionary,Fundamental,Asia,True
789,CIAM,Event Driven,Discretionary,Fundamental,Global,False
790,CIBC Asset Management,CTA,Discretionary,Fundamental,Currency,True
791,Cicero Fonder,Equity LS,Discretionary,Fundamental,Nordic,False
792,CIFC,Fixed Income,Discretionary,Fundamental,Global,True
793,Cinact,Crypto,Discretionary,Digital Asset Allocator,Global,False
794,Cinneas Foreign Exchange,CTA,Discretionary,Fundamental,Currency,False
795,Cipher Chain Capital,Crypto,Systematic,Market Neutral,Global,True
796,Circl,Crypto,Discretionary,Digital Asset Allocator,Global,False
797,Citadel,Hedge Fund,Multi PM,Multi Strategy,Global,False
798,City Fund Management,CTA,Systematic,Short Term,Global,False
799,CKC,Fixed Income,Discretionary,Fundamental,Global,True
801,CKP Finance Associates AG,CTA,Discretionary,Option Strategy,Currency,False
802,CkSum Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
803,Claravista Capital Management,CTA,Systematic,Trend Following,Global,False
804,Claret Asset Management Corporation,CTA,Systematic,Trend Following,Global,False
805,Clarity Capital Management,CTA,Systematic,Option Strategy,Equity,False
806,Clarke Capital Management,CTA,Systematic,Trend Following,Currency,False
807,Claughton Capital,CTA,Systematic,Short Term,Global,False
808,Clavis Capital ApS,Market Neutral,Discretionary,Fundamental,Europe,False
809,Clear Peak Capital,Equity LS,Discretionary,Fundamental,UK,True
810,ClearQuest Capital,CTA,Systematic,Multi Strategy,Global,False
811,Cleaves Asset Management,Equity LS,Discretionary,Fundamental,Shipping,True
812,Clift & Company,CTA,Systematic,Multi Strategy,Equity,False
813,Clinamen Financial Group,CTA,Systematic,Market Neutral,Volatility,False
814,Clough Global,Equity LS,Discretionary,Fundamental,Global,False
815,CMG,AssetAllocation,Discretionary,Diversified,Global,False
817,CMK Trading,CTA,Systematic,Short Term,Global,False
818,CNV Capital Management,CTA,Systematic,Multi Strategy,Global,False
819,Cobia Capital,Equity LS,Discretionary,Value,Technology,False
820,Coe Capital Advisors,CTA,Systematic,Multi Strategy,Currency,False
822,Coeli Asset Management,Equity LS,Discretionary,Fundamental,Europe,True
823,Coeus Capital,CTA,Fund of Funds,Diversified,Currency,True
824,Cogent Energy Investment Management,CTA,Discretionary,Fundamental,Energy,False
825,COGITAM,CTA,Systematic,Short Term,Global,False
826,Cognios,Market Neutral,Discretionary,Fundamental,Global,False
827,Cognition Investment Partners,CTA,Discretionary,Fundamental,Global,False
828,Cohalo Advisory,CTA,Discretionary,Fundamental,Volatility,True
829,Coinbase Ventures Tracker,Crypto,Discretionary,Digital Asset Allocator,Global,False
830,COINBEST,Crypto,Discretionary,Digital Asset Allocator,Global,True
832,Coincident Capital,Crypto,Discretionary,Crypto LS,Global,True
833,coindozer,Crypto,Discretionary,Digital Asset Allocator,Global,False
834,CoinShares,Crypto,Systematic,Crypto LS,Global,False
835,Coloma Capital Futures,CTA,Systematic,Short Term,Volatility,False
836,Columbia Threadneedle,LongOnly,Risk Parity,Diversified,Global,True
837,Column E Advisors,CTA,Systematic,Contrarian,Equity,False
838,Comhla,CTA,Systematic,Short Term,Equity,True
839,Commodities Analytics,CTA,Discretionary,Short Term,Global,False
840,Commodity Asset Management,CTA,Discretionary,Fundamental,Metal,False
841,Commodity Capital,CTA,Systematic,Multi Strategy,Commodity,False
842,Commodity Futures Services,CTA,Systematic,Trend Following,Global,False
843,Commodity Strategies Ag,LongOnly,Systematic,Multi Strategy,Commodity,False
844,Commonwealth Avenue Asset Management Private,CTA,Systematic,AI,Global,False
845,Compak Alternative Investments,CTA,Discretionary,Option Writer,Equity,False
846,Compass Asset Management SA,CTA,Systematic,Trend Following,Global,False
847,Concerne Lav,Crypto,Discretionary,Digital Asset Allocator,Global,False
848,Concise Capital Management,Fixed Income,Discretionary,Fundamental,High Yield,True
849,Concord Managed Futures Corporation,CTA,Systematic,Multi Strategy,Global,False
850,Concorde Finance S A,CTA,Discretionary,Technical,Commodity,False
851,Conover Investments,CTA,Discretionary,Fundamental,Energy,False
852,Conquest Capital Group,CTA,Systematic,Short Term,Global,False
853,Considine Trading Corp,CTA,Discretionary,Short Term,Currency,False
854,Consistent Trader,CTA,Systematic,Option Strategy,Equity,False
855,Constella Capital Management,Crypto,Discretionary,Market Neutral,Global,True
857,Contour Asset Management,Equity LS,Discretionary,Fundamental,Technology,True
858,Contrarian Investors,CTA,Systematic,Contrarian,Commodity,True
859,CONTRENDIAN,CTA,Systematic,Multi Strategy,Global,True
860,Convergence,Market Neutral,Systematic,Fundamental,US,False
862,Convexitas,CTA,Systematic,Tail Protect,Volatility,False
863,Cooper Creek,Equity LS,Discretionary,Fundamental,US,True
864,Coral Rock Investments,CTA,Systematic,Technical,Currency,False
865,Corcovado Investment Advisors,CTA,Systematic,Short Term,Global,False
866,Cordiant,Infrastructure,Discretionary,Telecom,Global,True
867,Core Global Capital,CTA,Systematic,Trend Following,Global,False
870,CoreCommodity Management,LongOnly,Active Index,Diversified,Commodity,True
871,Corepoint Capital AG,CTA,Systematic,Option Strategy,Volatility,False
872,Corinium,Equity LS,Discretionary,Fundamental,Emerging,False
873,Cornerstone Trading Company,CTA,Systematic,Multi Strategy,Global,False
874,Counterpoint,Equity LS,Systematic,Market Timing,Global,True
875,County Cork,CTA,Systematic,Short Term,Commodity,True
876,Covenant Capital Management,CTA,Systematic,Multi Strategy,Equity,False
877,Covid 19,Crypto,Discretionary,Digital Asset Allocator,Global,False
878,CP Capital,CTA,Systematic,Fundamental,Commodity,False
879,CQS,Fixed Income,Discretionary,Credit,Global,True
881,Crabel Capital Mgmt,CTA,Systematic,Trend Following,Global,True
882,Cranwood Capital Management,CTA,Systematic,Market Neutral,Fixed Income,False
883,Craton Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
884,Crawford Lake,Equity LS,Discretionary,Fundamental,US,False
885,Crawford Ventures,CTA,Discretionary,Multi Strategy,Global,False
886,Creative Derivative Management,CTA,Discretionary,Fundamental,Agricultural,True
887,Credere Capital,Fixed Income,Discretionary,Convertible,Global,True
888,Credit Suisse Asset Management,RiskPremia,Systematic,Multi Strategy,Global,True
890,Crediton Hill,CTA,Discretionary,Option Strategy,Equity,False
891,CredoCoin Capital,Crypto,Discretionary,Crypto LS,Global,False
892,Crescendo Capital Management,CTA,Systematic,Option Writer,Global,False
893,Crescent Bay Capital Management,CTA,Systematic,Option Strategy,Equity,False
894,Crescent City Capital,Crypto,Discretionary,Crypto LS,Global,False
895,Crescit Asset Management,CTA,Discretionary,Multi Strategy,Global,True
897,Crg Partners,CTA,Discretionary,Fundamental,Global,False
898,CRM,Equity LS,Discretionary,Fundamental,US,True
899,CrossBorder Capital,CTA,Systematic,Multi Strategy,Global,False
900,Crossbow Partners AG,CTA,Systematic,Short Term,Equity,False
901,Crossmark Steward,Market Neutral,Systematic,Fundamental,US,True
902,Crow Point,AssetAllocation,Discretionary,Diversified,Global,True
903,Crow Trading,CTA,Discretionary,Fundamental,Commodity,False
904,Crown Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
905,CRT,CTA,Systematic,Fundamental,Currency,False
906,Crush,Crypto,Discretionary,Digital Asset Allocator,Global,False
908,Crypt0 p0w3r,Crypto,Discretionary,Digital Asset Allocator,Global,False
909,Crypt0 p0w3r Anonymous,Crypto,Discretionary,Digital Asset Allocator,Global,False
910,CrypTa RJB Trading,Crypto,Discretionary,Digital Asset Allocator,Global,False
911,Cryptek Hype Investments,Crypto,Discretionary,Digital Asset Allocator,Global,False
912,Cryptex Thoughtful Plan,Crypto,Discretionary,Digital Asset Allocator,Global,False
913,CrypTezuma,Crypto,Discretionary,Digital Asset Allocator,Global,False
914,Crypto 10  Streamy,Crypto,Discretionary,Digital Asset Allocator,Global,False
915,crypto 2 the moon Spirite On,Crypto,Discretionary,Digital Asset Allocator,Global,False
916,Crypto Asset Management,Crypto,Index,Index,Index,False
917,Crypto Assets Alpha X Technology Limited,Crypto,Discretionary,Digital Asset Allocator,Global,False
918,Crypto Balance,Crypto,Discretionary,Digital Asset Allocator,Global,False
919,Crypto Basic Invest,Crypto,Discretionary,Digital Asset Allocator,Global,False
920,Crypto Bull Run,Crypto,Discretionary,Digital Asset Allocator,Global,False
921,Crypto ETF,Crypto,Discretionary,Digital Asset Allocator,Global,False
922,Crypto Finance,Crypto,Index,Index,Index,True
923,Crypto Fondsen NL,Crypto,Discretionary,Digital Asset Allocator,Global,False
925,Crypto Fund UK,Crypto,Discretionary,Digital Asset Allocator,Global,False
926,Crypto Future,Crypto,Discretionary,Digital Asset Allocator,Global,False
927,Crypto Future Investing Fund,Crypto,Discretionary,Digital Asset Allocator,Global,False
928,Crypto Global Management,Crypto,Discretionary,Digital Asset Allocator,Global,True
929,Crypto Global Management - UK,Crypto,Discretionary,Digital Asset Allocator,Global,False
930,Crypto Global Management UK - Passive,Crypto,Discretionary,Digital Asset Allocator,Global,True
931,Crypto Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
932,Crypto Knowledge Pool,Crypto,Discretionary,Digital Asset Allocator,Global,False
933,Crypto Lotus,Crypto,Discretionary,Digital Asset Allocator,Global,False
934,Crypto Lowie Strategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
935,Crypto Maximalism,Crypto,Discretionary,Digital Asset Allocator,Global,False
936,Crypto Ministry,Crypto,Discretionary,Digital Asset Allocator,Global,False
937,Crypto Money Flow Ash,Crypto,Discretionary,Digital Asset Allocator,Global,False
938,Crypto Opportunities,Crypto,Discretionary,Digital Asset Allocator,Global,False
939,Crypto Performance,Crypto,Discretionary,Digital Asset Allocator,Global,False
940,Crypto Performers,Crypto,Discretionary,Digital Asset Allocator,Global,False
941,Crypto Pravda Bono.Santi,Crypto,Discretionary,Digital Asset Allocator,Global,False
942,Crypto Rockets,Crypto,Discretionary,Digital Asset Allocator,Global,False
943,crypto Spirite,Crypto,Discretionary,Digital Asset Allocator,Global,False
944,Crypto Strategy Math Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
945,Crypto-Base EU,Crypto,Discretionary,Digital Asset Allocator,Global,False
946,Crypto-Base.eu,Crypto,Discretionary,Digital Asset Allocator,Global,False
948,CryptoAssassin,Crypto,Discretionary,Digital Asset Allocator,Global,False
949,CryptoBase,Crypto,Discretionary,Digital Asset Allocator,Global,False
950,CryptoBets2021,Crypto,Discretionary,Digital Asset Allocator,Global,False
951,CryptoBoard Dynamix,Crypto,Discretionary,Digital Asset Allocator,Global,False
952,CryptoBoard Static,Crypto,Discretionary,Digital Asset Allocator,Global,False
953,CryptoChris,Crypto,Discretionary,Digital Asset Allocator,Global,False
954,CryptoCobrex,Crypto,Discretionary,Digital Asset Allocator,Global,False
955,CryptoDreams,Crypto,Discretionary,Digital Asset Allocator,Global,False
956,CryptoEng,Crypto,Discretionary,Digital Asset Allocator,Global,False
957,Cryptofrakel Cryptofrakel,Crypto,Discretionary,Digital Asset Allocator,Global,False
958,Cryptofund Global,Crypto,Discretionary,Digital Asset Allocator,Global,False
959,CryptoGen,Crypto,Discretionary,Digital Asset Allocator,Global,False
960,Cryptoindex Capital Management,Crypto,Index,Index,Index,False
961,CryptoIVPSI,Crypto,Discretionary,Digital Asset Allocator,Global,False
962,CryptoJunks,Crypto,Discretionary,Digital Asset Allocator,Global,False
963,CryptoKing,Crypto,Discretionary,Digital Asset Allocator,Global,False
964,Cryptoknight,Crypto,Discretionary,Digital Asset Allocator,Global,False
965,Cryptolab Capital,Crypto,Systematic,Market Neutral,Global,False
966,Cryptology Monkey,Crypto,Discretionary,Digital Asset Allocator,Global,False
967,CryptoMuesli PastaLogic,Crypto,Discretionary,Digital Asset Allocator,Global,False
968,CryptonautThomsen,Crypto,Discretionary,Digital Asset Allocator,Global,False
969,Cryptonetic,Crypto,Discretionary,Digital Asset Allocator,Global,False
970,CRYPTONICS PRO Crypto Ninja,Crypto,Discretionary,Digital Asset Allocator,Global,False
971,CryptoNinja,Crypto,Discretionary,Digital Asset Allocator,Global,False
972,CryptoNinjai,Crypto,Discretionary,Digital Asset Allocator,Global,False
973,Cryptopedia,Crypto,Discretionary,Digital Asset Allocator,Global,False
974,Cryptophil,Crypto,Discretionary,Digital Asset Allocator,Global,False
975,CryptoPotato,Crypto,Discretionary,Digital Asset Allocator,Global,False
976,Cryptoqings,Crypto,Discretionary,Digital Asset Allocator,Global,False
977,Cryptos Fund,Crypto,Systematic,Crypto LS,Global,False
978,CryptoSil,Crypto,Discretionary,Digital Asset Allocator,Global,False
979,CryptoStars Hedge Fund,Crypto,Discretionary,Digital Asset Allocator,Global,False
980,CryptoTokens MartinAK,Crypto,Discretionary,Digital Asset Allocator,Global,False
981,Cryptovest,Crypto,Discretionary,Digital Asset Allocator,Global,False
982,Cryptoyou Found,Crypto,Discretionary,Digital Asset Allocator,Global,False
983,Cryptozhuk Portfolio,Crypto,Discretionary,Digital Asset Allocator,Global,False
984,Crystal Tower Advisors,CTA,Systematic,Short Term,Global,False
985,CrytoMoon,Crypto,Discretionary,Digital Asset Allocator,Global,False
986,CSorg,Crypto,Discretionary,Digital Asset Allocator,Global,False
989,CTS Asset Management,CTA,Systematic,Short Term,Global,False
991,Culross,Hedge Fund,Discretionary,Multi Strategy,Global,False
992,Cunningham Asset Management,CTA,Systematic,Trend Following,Global,False
993,Currency Insight,CTA,Systematic,Fundamental,Currency,False
994,Cutler Investments,CTA,Systematic,Short Term,Global,False
995,CVR,LongOnly,Discretionary,Dynamic,Equity,False
996,CXC Investments,Equity LS,Discretionary,Fundamental,Global,False
997,Cyber Capital BV,Crypto,Discretionary,Digital Asset Allocator,Global,False
998,Cygnus Tech,CTA,Systematic,Multi Strategy,Global,False
999,Cypher Asset,CTA,Systematic,Short Term,Metal,False
1000,Cypress Capital Management,CTA,Discretionary,Technical,Agricultural,False
1001,Cypress Energy Capital Mgmt LP,CTA,Discretionary,Fundamental,Energy,False
1002,Cypress Partners,CTA,Discretionary,Technical,Commodity,False
1003,CZ,Equity LS,Discretionary,Fundamental,UK,False
1004,D3 CAPITAL,Crypto,Discretionary,Digital Asset Allocator,Global,False
1005,Da Vinci Invest,CTA,Systematic,Option Strategy,Global,False
1006,DAA CryptoMoca,Crypto,Discretionary,Digital Asset Allocator,Global,False
1007,Daemon Investments,CTA,Systematic,Multi Strategy,Global,False
1008,Dagoda Core David Vegelj,Crypto,Discretionary,Digital Asset Allocator,Global,False
1009,Dairy Opportunities,CTA,Discretionary,Fundamental,Agricultural,False
1010,Daksh Asset Management Limited,CTA,Systematic,Multi Strategy,Volatility,False
1011,Dalton Investments,Equity LS,Discretionary,Fundamental,Asia,True
1012,Dalton Strategic Partnership,CTA,Systematic,Multi Strategy,Global,False
1013,Dalton Street Capital Pty,CTA,Systematic,Multi Strategy,Global,False
1014,Daniel Leslie Greaves,Crypto,Discretionary,Digital Asset Allocator,Global,False
1015,Daniel R. Meyer,CTA,Systematic,Multi Strategy,Global,False
1016,Danske Bank Asset Management,Equity LS,Discretionary,Fundamental,Equity,True
1017,Danske Invest Fund Management,Hedge Fund,Fund of Funds,Diversified,Europe,False
1018,Darewind,CTA,Discretionary,Fundamental,Commodity,False
1019,Darwinian Trading,CTA,Systematic,Multi Strategy,Global,False
1020,David Derwin - PI Financial Corp,CTA,Systematic,Trend Following,Global,False
1021,Davidaiz,Crypto,Discretionary,Digital Asset Allocator,Global,False
1022,Davis Commodities,CTA,Discretionary,Fundamental,Agricultural,True
1023,Day Hagan,AssetAllocation,Systematic,Diversified,Global,False
1024,Daylight Asset Management,CTA,Discretionary,Option Strategy,Equity,False
1026,DCAP,Crypto,Discretionary,Venture,Global,True
1028,DCM Systematic GP,CTA,Systematic,Multi Strategy,Global,True
1029,DDA Quant Solutions,Crypto,Systematic,Crypto LS,Global,False
1030,De korte makes the difference,Crypto,Discretionary,Digital Asset Allocator,Global,False
1031,DE Shaw,Hedge Fund,Multi PM,Multi Strategy,Global,False
1032,Dean Witter Futures & Currency Mgmt,CTA,Systematic,Trend Following,Global,False
1033,Dearborn Capital Management,CTA,Fund of Funds,Diversified,Global,True
1034,DEC Capital,CTA,Discretionary,Fundamental,Agricultural,False
1035,Decalia,Equity LS,Systematic,Multi Strategy,Global,True
1036,Decentral Park Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
1037,Decentralized Economy,Crypto,Discretionary,Digital Asset Allocator,Global,False
1038,Deep Field Capital,CTA,Systematic,Short Term,Equity,False
1039,Defender Capital Management,CTA,Systematic,Technical,Global,False
1040,DeFi  Core,Crypto,Discretionary,Digital Asset Allocator,Global,True
1041,DeFi Ecosystem,Crypto,Discretionary,Digital Asset Allocator,Global,False
1042,DEFI Hot Potato,Crypto,Discretionary,Digital Asset Allocator,Global,False
1043,Defi Next,Crypto,Discretionary,Digital Asset Allocator,Global,False
1044,DeFicious Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
1045,DEFIindex,Crypto,Discretionary,Digital Asset Allocator,Global,False
1046,defimax,Crypto,Discretionary,Digital Asset Allocator,Global,False
1047,DeFiMetelkovaCryptoUnderground,Crypto,Discretionary,Digital Asset Allocator,Global,False
1048,Degraves Capital Management,CTA,Systematic,Short Term,Global,False
1049,Dekker Capital Management,CTA,Systematic,Trend Following,Global,False
1050,Delafon Olivier,CTA,Systematic,Market Neutral,Global,False
1051,Delaware,LongOnly,Systematic,Option Strategy,Equity,False
1052,Delta Capital,CTA,Systematic,Contrarian,Global,False
1053,Delta Numeric Trading,CTA,Discretionary,Option Writer,Fixed Income,False
1054,Delta1trader Technology AG,CTA,Systematic,AI,Global,False
1055,DeltaCore Capital,Crypto,Discretionary,Crypto LS,Global,False
1056,DeltaHedge R&O,CTA,Systematic,Short Term,Equity,False
1057,Deltaone Trading,CTA,Systematic,Multi Strategy,Volatility,False
1058,DemaTrading,Crypto,Discretionary,Digital Asset Allocator,Global,False
1059,Demeter Capital Management,CTA,Discretionary,Fundamental,Agricultural,True
1060,Denali Asset Management,CTA,Discretionary,Fundamental,Global,False
1061,Dendrich,CTA,Discretionary,Fundamental,Global,False
1062,Desjardins Global Asset Management,Market Neutral,Discretionary,Fundamental,North America,True
1063,DeSoto Capital Management,CTA,Systematic,Short Term,Equity,False
1064,Orion Brinker Capital,Hedge Fund,Fund of Funds,Diversified,Global,True
1065,Deutsche Asset Management,AssetAllocation,Discretionary,Diversified,Global,True
1066,DevilsCrypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
1067,Dexia Asset Management,CTA,Systematic,Trend Following,Global,False
1068,Di Tomasso Group,CTA,Discretionary,Fundamental,Commodity,False
1069,Diakoneo Capital Management,CTA,Systematic,Multi Strategy,Global,False
1070,Diamond Capital Management,CTA,Systematic,Multi Strategy,Equity,True
1071,Diamond Hill,Equity LS,Discretionary,Value,US,True
1072,Diamond Peak Capital,CTA,Systematic,Multi Strategy,Equity,False
1073,Diel Capital,CTA,Systematic,Contrarian,Global,False
1074,Diffuse,Crypto,Discretionary,Digital Asset Allocator,Global,False
1075,Digger Ross Timson,Crypto,Discretionary,Digital Asset Allocator,Global,False
1076,Dighton Capital Management,CTA,Discretionary,Fundamental,Global,False
1077,Digico Capital Advisors,Crypto,Systematic,Crypto LS,Global,False
1079,Digital 9,Infrastructure,Discretionary,Telecom,Global,True
1080,Digital Asset Capital Management,Crypto,Systematic,Market Neutral,Global,True
1081,Digital Asset Management (DAF),Crypto,Discretionary,Digital Asset Allocator,Global,True
1082,Digital Capital Management,Crypto,Discretionary,Digital Asset Allocator,Global,False
1083,Digital Capital Management [Iconomi],Crypto,Discretionary,Digital Asset Allocator,Global,False
1084,Digital Gold Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
1085,Digital Opportunities Group,Crypto,Systematic,Market Neutral,Global,False
1086,Digital Revolution,Crypto,Discretionary,Digital Asset Allocator,Global,False
1087,Dimacos Capital,CTA,Systematic,Multi Strategy,Global,False
1088,DimTech,CTA,Systematic,Short Term,Global,False
1089,Disciplined Alpha,Equity LS,Systematic,Fundamental,US,True
1090,DiscretFi,Crypto,Discretionary,Digital Asset Allocator,Global,False
1091,Disguise Edg,Crypto,Discretionary,Digital Asset Allocator,Global,False
1092,Disrupt Alpha Edge,Crypto,Discretionary,Digital Asset Allocator,Global,False
1093,District Capital Management,CTA,Discretionary,Multi Strategy,Global,False
1094,Ditsch Trading,CTA,Discretionary,Fundamental,Agricultural,True
1095,DIVAS Asset Management,CTA,Systematic,Trend Following,Global,True
1096,Divergence Trading,CTA,Systematic,Trend Following,Global,True
1097,Divergency FX Limited,CTA,Systematic,Multi Strategy,Currency,False
1098,Diversified Capital Management,AssetAllocation,Systematic,Diversified,Global,False
1099,Diversified Fundamentals,Crypto,Discretionary,Digital Asset Allocator,Global,False
1100,Diversitas,Crypto,Discretionary,Digital Asset Allocator,Global,True
1101,DiversityExclusion,Crypto,Discretionary,Digital Asset Allocator,Global,False
1102,Divine Investing,Crypto,Discretionary,Digital Asset Allocator,Global,False
1103,Dix Hills Partners,CTA,Systematic,Fundamental,Fixed Income,False
1104,Dixie Asset Management,CTA,Discretionary,Fundamental,Energy,False
1105,Dixon Midland Company,CTA,Systematic,Trend Following,Global,False
1106,DJE Kapital,AssetAllocation,Discretionary,Diversified,Global,False
1107,DKR Fusion Management,CTA,Systematic,Multi Strategy,Global,False
1108,DLD,Fixed Income,Discretionary,Convertible,Global,False
1109,DLG Fonder,Equity LS,Discretionary,Fundamental,Nordic,False
1110,DMH Futures Management,CTA,Discretionary,Fundamental,Global,False
1111,DNB Asset Management,RiskPremia,Systematic,Multi Strategy,Global,True
1112,DNCA Invest,Market Neutral,Discretionary,Fundamental,Europe,True
1113,DogeCO,Crypto,Discretionary,Digital Asset Allocator,Global,False
1114,Doherty Advisors,CTA,Discretionary,Market Neutral,Volatility,False
1115,Dolmen Securities,CTA,Discretionary,Technical,Global,False
1116,Dolphin Capital,CTA,Systematic,Trend Following,Global,False
1117,Dom Finance,Equity LS,Systematic,Multi Strategy,Europe,True
1118,Dominance,Crypto,Discretionary,Digital Asset Allocator,Global,False
1119,Dominice & Co - Asset Management,CTA,Discretionary,Option Strategy,Volatility,True
1120,Dominion Capital Management,CTA,Systematic,Short Term,Global,False
1121,DomStrategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
1122,don Vincenco,Crypto,Discretionary,Digital Asset Allocator,Global,False
1123,Donald Smith LP,CTA,Discretionary,Fundamental,Global,True
1124,Doric Nimrod,Private Equity,Discretionary,Diversified,Aircraft,False
1125,dormouse Limited,CTA,Systematic,Short Term,Global,True
1126,Dorset Futures Corporation,CTA,Systematic,Multi Strategy,Equity,False
1127,Dorsey Wright,CTA,Systematic,Fundamental,Global,True
1128,Dostan,CTA,Systematic,Short Term,Global,False
1129,dottop,Crypto,Discretionary,Digital Asset Allocator,Global,False
1130,Double Eagle Capital Management LP,CTA,Discretionary,Fundamental,Fixed Income,False
1131,Double Helix Capital Management,CTA,Systematic,Option Writer,Equity,False
1132,DoubleLine,LongOnly,Active Index,Diversified,Commodity,True
1136,DQS,CTA,Systematic,Multi Strategy,Global,False
1137,Dream Believe Achieve Akire Plus,Crypto,Discretionary,Digital Asset Allocator,Global,False
1138,Dream Crypto Strategy Korkec,Crypto,Discretionary,Digital Asset Allocator,Global,False
1139,Dreiss Research Corp,CTA,Systematic,Multi Strategy,Global,False
1140,Driehaus,AssetAllocation,Discretionary,Fundamental,Emerging,True
1141,DrivenByData,Crypto,Discretionary,Digital Asset Allocator,Global,False
1142,Drury Capital,CTA,Systematic,Trend Following,Global,True
1143,DS Aviation,Private Equity,Discretionary,Diversified,Aircraft,True
1144,Dubia Capital,CTA,Systematic,Multi Strategy,Global,False
1145,Duet Asset Management,Fixed Income,Discretionary,Fundamental,Frontier,True
1146,Duet Group,Equity LS,Discretionary,Multi Strategy,Emerging,False
1147,Duncan Idaho,Crypto,Discretionary,Digital Asset Allocator,Global,False
1148,Dunedin,Private Equity,Discretionary,Diversified,Europe,False
1149,Dunham,AssetAllocation,Discretionary,Diversified,Global,True
1150,DUNN Capital Management,CTA,Systematic,Trend Following,Global,True
1151,dUplift Wind of change,Crypto,Discretionary,Digital Asset Allocator,Global,False
1152,DutchEd Larg Calculu,Crypto,Discretionary,Digital Asset Allocator,Global,False
1153,DV Asset Management,CTA,Discretionary,Fundamental,Agricultural,False
1154,DvdL Strategy DvdL,Crypto,Discretionary,Digital Asset Allocator,Global,False
1155,DWS,Hedge Fund,Discretionary,Multi Strategy,Global,True
1156,Dyess & Company,CTA,Systematic,Short Term,Global,False
1157,Dynamic,AssetAllocation,Discretionary,Diversified,Global,True
1158,Dynamic Beta Investments,CTA,Systematic,Multi Strategy,Global,True
1159,Dynamic Capital Management,CTA,Discretionary,Fundamental,Energy,False
1160,Dynamica Global Investments,CTA,Discretionary,Fundamental,Energy,False
1161,Dynamite Funds,CTA,Fund of Funds,Diversified,Global,False
1162,DynexCorp,CTA,Fund of Funds,Diversified,Currency,False
1163,E Ohman Kapitalforvaltning,Equity LS,Discretionary,Fundamental,Europe,False
1164,e360 Power,Hedge Fund,Discretionary,Fundamental,Energy,False
1165,Eagle Trading Systems,CTA,Systematic,Multi Strategy,Global,False
1166,Eagles View Asset Management,Hedge Fund,Fund of Funds,Tail Protect,Global,False
1167,Eamon Capital,CTA,Systematic,Trend Following,Global,False
1168,Earn ICONOMI,Crypto,Discretionary,Digital Asset Allocator,Global,False
1169,East Coast Capital Management,CTA,Systematic,Trend Following,Global,True
1170,EastEdgeCapital,CTA,Systematic,Multi Strategy,Global,False
1172,Eastside Capital,CTA,Systematic,Multi Strategy,Currency,False
1173,Eaton Vance,LongOnly,Discretionary,Diversified,Currency,True
1174,Ebisu Portfolio Management,CTA,Systematic,Trend Following,Global,False
1175,Ebullio Capital Management,CTA,Discretionary,Fundamental,Commodity,False
1176,ecamos Capital AG,CTA,Systematic,Multi Strategy,Volatility,False
1177,Echange Capital,CTA,Systematic,Technical,Currency,False
1178,Eckhardt Trading Company,CTA,Systematic,Trend Following,Global,True
1179,Eclipse Capital Management,CTA,Systematic,Multi Strategy,Global,False
1180,ECO Advisors,Market Neutral,Discretionary,ESG,Global,False
1181,EcoFutures,CTA,Discretionary,Fundamental,Global,False
1182,Edge Advisors/Global Futures Fund Sub-Fund,CTA,Systematic,Contrarian,Global,False
1184,Edge Capital Investment Management,Crypto,Systematic,Market Neutral,Global,True
1185,EdgeHill Investment Group,Crypto,Systematic,Crypto LS,Global,True
1186,Edgewater Trading,CTA,Systematic,Multi Strategy,Global,False
1187,Edmond de Rothschild,Fixed Income,Discretionary,Convertible,Global,False
1188,EF Financial Services,CTA,Discretionary,Technical,Global,False
1189,Efficient Capital Management,CTA,Fund of Funds,Diversified,Global,True
1190,Egerton,Equity LS,Discretionary,Fundamental,Global,True
1191,EI Sturdza Funds,Equity LS,Discretionary,Fundamental,Global,True
1192,Eickelberg & Associates,CTA,Systematic,Option Writer,Equity,False
1193,Eigernord Trend Outlooker,Crypto,Discretionary,Digital Asset Allocator,Global,False
1194,Eik Bank Danmark,Hedge Fund,Discretionary,Diversified,Global,False
1195,Eisler Capital,Hedge Fund,Multi PM,Diversified,Global,False
1196,EJF,Equity LS,Discretionary,Fundamental,Financial,False
1197,EJF Investments,Private Debt,Discretionary,Fundamental,Global,True
1198,Electra,Private Equity,Discretionary,Buyout,Global,False
1199,Electron Capital Partners,Equity LS,Discretionary,Fundamental,Global,True
1200,Element,Crypto,Discretionary,Digital Asset Allocator,Global,False
1201,Elementa Management,Equity LS,Discretionary,Fundamental,Nordic,True
1202,Eleva,Equity LS,Discretionary,Fundamental,Global,True
1203,Elevation U2boy,Crypto,Discretionary,Digital Asset Allocator,Global,False
