manager_id,manager_name,type,style,strategy,sector
3719,Hypersphere Ventures,Crypto,Discretionary,Digital Asset Allocator,Global
1671,ICG,Private Equity,Fund of Funds,Diversified,Global
1672,ICM Investment Management,LongOnly,Discretionary,Diversified,Equity
4121,Icon Asset Management,Market Neutral,Systematic,Multi Strategy,Global
1683,Iguana Investments,Equity LS,Systematic,Fundamental,Global
3933,Ikarian Capital,Equity LS,Discretionary,Fundamental,Health Care
1696,IMS,AssetAllocation,Discretionary,Income,Global
1701,Incline Global Management,Equity LS,Discretionary,Fundamental,Global
1702,Incline Investment Management,CTA,Systematic,Trend Following,Global
1705,Incrementum AG,Crypto,Index,Index,Index
1713,INDIGO Fund Partners,Crypto,Discretionary,Digital Asset Allocator,Global
4140,Indus Capital Partners,Equity LS,Discretionary,Fundamental,Global
1727,Insight Investment Management,Fixed Income,Discretionary,Fundamental,Global
1736,International Public Partnerships,Infrastructure,Discretionary,Diversified,Global
4032,Intrinsic Edge,Equity LS,Discretionary,Fundamental,Small Cap
1739,Intuitive Investments Group,Private Equity,Discretionary,Diversified,Health Care
1740,Invenomic,Equity LS,Discretionary,Fundamental,US
4091,Inverewe Capital London,Fixed Income,Discretionary,Fundamental,Global
1758,Ironshield Capital Management,Fixed Income,Discretionary,Fundamental,Credit
4152,ISEC Services,Equity LS,Discretionary,Fundamental,Global
4319,Ishares,CTA,Systematic,Trend Following,Global
1772,IXI Fund Managers,CTA,Systematic,Multi Strategy,Currency
1774,J E Moody,CTA,Systematic,Market Neutral,Commodity
3944,Jacobs Asset Management,Equity LS,Discretionary,Fundamental,Global
3991,Jamarant Capital,Event Driven,Discretionary,Fundamental,US
1786,JanusHenderson,Equity LS,Discretionary,Fundamental,Europe
3837,JC Clark,Equity LS,Discretionary,Fundamental,Global
1790,JD Turner Capital,CTA,Systematic,Multi Strategy,Global
1794,JHancock,Hedge Fund,Fund of Funds,Diversified,Global
4054,Jinde Asset Management (Hong Kong),Hedge Fund,Systematic,Fundamental,Emerging
1798,JK,AssetAllocation,Discretionary,Diversified,Global
1805,JMS,Equity LS,Discretionary,Fundamental,Europe
1809,John Street Capital,RiskPremia,Systematic,Multi Strategy,Global
1818,JPEL,Private Equity,Discretionary,Diversified,Global
1819,JPMorgan,Equity LS,Discretionary,Fundamental,Global
1833,JZ Capital Partners,Private Debt,Discretionary,Diversified,SME
1839,Kairos,Equity LS,Discretionary,ESG,Europe
4055,Kawa Capital Management,Fixed Income,Discretionary,Fundamental,Global
4056,Kernow Asset Management Limited,Equity LS,Discretionary,Fundamental,Europe
4057,Kerrisdale Capital Management,Equity LS,Discretionary,Fundamental,Global
1866,Kettle Hill,Equity LS,Discretionary,Fundamental,Small Cap
4058,Kinetic Advisors,Equity LS,Discretionary,Fundamental,Global
4364,King Street Capital Management,Fixed Income,Discretionary,Fundamental,Credit
1880,Kite Lake Capital Management,Event Driven,Discretionary,Fundamental,Global
4199,KLI Asset Management,CTA,Discretionary,Fundamental,Global
1882,KLP Kapitalforvaltning AS,Market Neutral,Discretionary,Fundamental,Energy
1887,Knights of Columbus,Equity LS,Discretionary,Multi Strategy,Global
4059,Kondor Invest,Hedge Fund,Discretionary,Fundamental,Emerging
3962,Krensavage Asset Management,Equity LS,Discretionary,Fundamental,Health care
4060,Kryger Capital,Event Driven,Discretionary,Fundamental,Global
1905,Lake Geneva Investment Partners,Fixed Income,Systematic,Multi Strategy,Global
1906,Lancaster,Equity LS,Discretionary,Fundamental,Global
1907,Lancelot Asset Management,LongOnly,Discretionary,Fundamental,Global
3994,Landscape Capital Management,Equity LS,Systematic,Multi Strategy,Global
1908,Landseer AM,Equity LS,Discretionary,Fundamental,Europe
3992,Lansdowne Partners,Equity LS,Discretionary,Fundamental,Global
1909,Lansforsakringar Fondforvaltning,LongOnly,Active Index,Enhanced Index,Global
1910,Latitude,Equity LS,Discretionary,Fundamental,Global
3993,LBV Asset Management,Equity LS,Discretionary,Fundamental,Global
3774,Leadenhall,Fixed Income,Discretionary,Fundamental,Cat Bond
1918,Leadersel,Event Driven,Discretionary,Fundamental,Global
1919,LeanVal Asset Management AG,CTA,Systematic,Market Neutral,Volatility
1920,Leapmach Capital Management Limted,CTA,Discretionary,Option Writer,Equity
1924,Legal & General,Fixed Income,Discretionary,Fundamental,Global
1929,Lemania Pension,AssetAllocation,Discretionary,Diversified,Global
1930,Lemanik,Hedge Fund,Fund of Funds,Diversified,Global
1932,Lemvi SA,Crypto,Discretionary,Market Neutral,Global
1937,Leuthold,LongOnly,Discretionary,Value,Closed End
1940,Levendi,Hedge Fund,Discretionary,Structured Products,Europe
1946,LFIS,CTA,Systematic,Multi Strategy,Global
1947,LGT Capital Partners,Fixed Income,Discretionary,Fundamental,Cat Bond
3990,Liberty Park Capital Management,Equity LS,Systematic,Multi Strategy,Small Cap
3989,Lighthouse Canton,Fixed Income,Discretionary,Fundamental,Global
3890,Line Investment Technologies,CTA,Systematic,Trend Following,Global
1960,Liontrust,Fixed Income,Discretionary,Fundamental,Global
3744,Lior Global Partners,CTA,Discretionary,Fundamental,Global
1962,Literacy Capital,Private Equity,Discretionary,Diversified,UK
4337,LM5 Capital,Crypto,Systematic,Market Neutral,Global
3987,LMCG Investments,Fixed Income,Systematic,Multi Strategy,Global
1967,LMS Capital,Private Equity,Discretionary,Diversified,Global
4270,Loblolly Trading,CTA,Systematic,Seasonal,Global
1970,LoCorr Fund Management,Equity LS,Fund of Funds,Multi Strategy,Global
3886,Locust Wood Capital Advisers,Equity LS,Discretionary,Fundamental,Global
1976,Longboard Asset Management LP,Equity LS,Systematic,Momentum,US
3935,Longitude Asia Limited,Fixed Income,Discretionary,Convertible,Global
1978,LongTail Alpha,CTA,Systematic,Trend Following,Global
1983,Lotus Asset Management Limited,CTA,Systematic,Multi Strategy,Global
1990,LS Opportunity,Equity LS,Discretionary,Fundamental,US
1992,Lucerne Capital Management,Equity LS,Discretionary,Fundamental,Nordic
1995,Lumyna,Fixed Income,Systematic,Multi Strategy,Global
2001,Lupus,Equity LS,Discretionary,Fundamental,Europe
2005,Lynx Asset Management,CTA,Systematic,AI,Global
2008,Lyxor,LongOnly,Risk Parity,Diversified,Global
4210,LZ Finance,CTA,Systematic,Multi Strategy,Global
2010,M&R Capital,CTA,Discretionary,Fundamental,Agricultural
2011,M1 Capital,Crypto,Systematic,Market Neutral,Global
2012,M11 Funds,Crypto,Discretionary,Crypto LS,Global
1304,M3Sixty Capital,Equity LS,Discretionary,Fundamental,US
3887,Machina Capital,Market Neutral,Systematic,Multi Strategy,Global
2019,Macrocapital Limited,CTA,Discretionary,Fundamental,Energy
3819,Maltese Capital Management,Equity LS,Discretionary,Fundamental,Global
2047,Man AHL,AssetAllocation,Systematic,Multi Strategy,Global
2048,Man GLG,LongOnly,Discretionary,Fundamental,Asia
4120,Man Solutions,Fixed Income,Discretionary,Fundamental,Credit
2049,Mandatum,CTA,Systematic,Trend Following,Global
3984,Mark Asset Management,Equity LS,Discretionary,Fundamental,Global
2068,Marketfield,Equity LS,Discretionary,Fundamental,Global
4069,Markov Capital,Market Neutral,Systematic,Multi Strategy,Nordic
2072,MarshallWace,Market Neutral,Systematic,Fundamental,ESG
2075,Marwyn,LongOnly,Discretionary,Value,Europe
2076,Massar Capital Management,CTA,Discretionary,Fundamental,Global
2083,Matisse,LongOnly,Discretionary,Stock Picking,US
4522,Matrixport Asset Management,Crypto,Systematic,Digital Asset Allocator,Global
4213,Maune Fund Management,CTA,Systematic,Option Strategy,Global
2094,McNeill Trading,CTA,Discretionary,Fundamental,Agricultural
2098,Mediobanca,Fixed Income,Discretionary,Fundamental,Europe
2099,Meeder,AssetAllocation,Discretionary,Diversified,Global
2103,Melissinos Trading,CTA,Systematic,Trend Following,Global
2104,Melqart Asset Management,Event Driven,Discretionary,Fundamental,Global
2113,Merian Global Investors,Market Neutral,Systematic,Multi Strategy,Global
2118,Meriti Capital,Market Neutral,Systematic,Fundamental,Global
2125,Metastrategy,Crypto,Discretionary,Digital Asset Allocator,Global
3961,Meteora Capital,Event Driven,Discretionary,Fundamental,Global
2131,Metori Capital Management,CTA,Systematic,Trend Following,Global
2136,MFM,Fixed Income,Discretionary,Credit,Europe
2137,MFS,Hedge Fund,Discretionary,Fundamental,Global
2143,Michael J Frischmeyer,CTA,Systematic,Trend Following,Global
2158,Minerva,LongOnly,Discretionary,Diversified,Emerging
4238,Miralta Bank,Fixed Income,Discretionary,Fundamental,Global
2166,MKP Capital Management,CTA,Discretionary,Fundamental,Global
2169,ML Tech,Crypto,Systematic,Crypto LS,Global
2175,Molinero Capital Management,CTA,Systematic,Multi Strategy,Commodity
2178,MOMentum Alternative Investments,Equity LS,Discretionary,Fundamental,Global
3959,Monash Investors,Equity LS,Discretionary,Fundamental,Asia
2185,Moneta,Equity LS,Discretionary,Fundamental,Europe
3649,Morningstar,LongOnly,Systematic,Diversified,Global
2206,Morningstar Alternatives,Hedge Fund,Systematic,Diversified,Global
2208,Motus Capital Management,Crypto,Discretionary,Digital Asset Allocator,Global
3650,Mount Lucas Management Corporation,RiskPremia,Systematic,Multi Strategy,Global
2210,Mountains and Valleys,Crypto,Discretionary,Digital Asset Allocator,Global
4076,Move37 Capital,CTA,Systematic,AI,Global
4029,MPM BioImpact,Equity LS,Discretionary,Fundamental,ESG
2213,MQS Management,Market Neutral,Systematic,Multi Strategy,Global
4495,MRB Fund Partners AG,Hedge Fund,Discretionary,Fundamental,Emerging
2215,MS Capital Management Limited,CTA,Systematic,Trend Following,Global
2226,Mulvaney Capital Management,CTA,Systematic,Trend Following,Global
2229,Mutiny,AssetAllocation,Systematic,Diversified,Global
2241,Nanjia Capital Limited,Market Neutral,Systematic,Multi Strategy,Global
2246,Natixis ASG,Hedge Fund,Systematic,Multi Strategy,Global
2264,New Capital (EFG),Hedge Fund,Fund of Funds,Diversified,Global
3979,New Holland Capital,Hedge Fund,Fund of Funds,Diversified,Global
2272,Newton,AssetAllocation,Discretionary,Diversified,Global
4401,Nidaros Capital Management AS,Equity LS,Discretionary,Fundamental,Europe
3930,Nikko Asset Management,Equity LS,Discretionary,Fundamental,Asia
2287,NilssonHedge Index,NilssonHedge Index,NilssonHedge Index,NilssonHedge Index,NilssonHedge Index
4105,Nine Masts Capital,Equity LS,Discretionary,Fundamental,Global
3957,Nipun Capital,Equity LS,Systematic,Fundamental,Asia
3958,Nishkama Capital,Equity LS,Discretionary,Fundamental,Technology
3954,No Street Capital,Equity LS,Discretionary,Fundamental,Small Cap
2297,Nomura,Market Neutral,Discretionary,Fundamental,Asia
2303,Nordic Archipelago Investments,Equity LS,Discretionary,Fundamental,Nordic
2309,Nordkinn Asset Management,Fixed Income,Discretionary,Fundamental,Nordic
2311,Norselab,Fixed Income,Discretionary,Fundamental,ESG
4352,Norselab Credit Management,Fixed Income,Discretionary,Credit,Nordic
3056,North Square Investments,LongOnly,Systematic,Diversified,Equity
4509,NuAlpha,Crypto,Systematic,Market Neutral,Global
2334,Numberline Capital Partners,CTA,Systematic,Market Neutral,Global
2336,Numen,Fixed Income,Discretionary,Multi Strategy,Europe
2338,Nuveen,Equity LS,Discretionary,Fundamental,US
2341,NWOne,CTA,Systematic,AI,Commodity
2347,Oakhurst,Hedge Fund,Fund of Funds,Diversified,Global
2349,Oakley Capital Investments,Private Equity,Discretionary,Diversified,Technology
2352,OakTree,Fixed Income,Discretionary,Fundamental,Global
2356,Ocean Arete,CTA,Discretionary,Fundamental,Asia
2357,Oceanic Investment Management Limited,Hedge Fund,Discretionary,Fundamental,Commodity
3969,Old Orchard Capital Management,Fixed Income,Discretionary,Fundamental,Muni
3633,One River Asset Management,CTA,Systematic,Tail Protect,Global
2381,OnTrack,Hedge Fund,Fund of Funds,Diversified,Global
2383,OP Fund Management,Hedge Fund,Fund of Funds,Diversified,Global
4099,Openside Capital,CTA,Discretionary,Fundamental,Agricultural
2389,Optima Fund Management,CTA,Fund of Funds,Diversified,Global
3947,Optis Investment Management,Equity LS,Discretionary,Fundamental,Global
2399,Opus Futures,CTA,Discretionary,Fundamental,Agricultural
4128,Oriental Patron,CTA,Systematic,Multi Strategy,Global
2406,Origo Fonder,Equity LS,Discretionary,Fundamental,Nordic
1064,Orion Brinker Capital,Hedge Fund,Fund of Funds,Diversified,Global
2409,Orion Resource Partners,CTA,Discretionary,Fundamental,Metal
2417,Ospraie Management,CTA,Discretionary,Fundamental,Commodity
4494,Ossiam,Market Neutral,Systematic,ESG,Global
2419,Othania Invest,AssetAllocation,Systematic,Diversified,Equity
4234,Otus Capital Management,Equity LS,Discretionary,Fundamental,Europe
3949,Owl Creek Asset Management,Fixed Income,Discretionary,Fundamental,Credit
2423,Ox Capital,Equity LS,Discretionary,Fundamental,Asia
2425,Oxford Algorithms,CTA,Systematic,AI,Global
3858,P Schoenfeld Asset Management,Event Driven,Discretionary,Fundamental,Global
4149,PAAMCO Prisma,Hedge Fund,Multi PM,Multi Strategy,Global
4066,Pacific Asset Management,CTA,Discretionary,Fundamental,Global
3893,Pangolin Investment Management,Equity LS,Discretionary,Fundamental,Asia
2452,Pantheon International,Private Equity,Discretionary,Diversified,Global
3950,Parallax Volatility Advisers,Market Neutral,Discretionary,Option Strategy,Global
4095,Parity Asset Management (Singapore),Hedge Fund,Discretionary,Fundamental,Global
2466,Parus Finance,Equity LS,Discretionary,Fundamental,Global
2467,Parvin,LongOnly,Systematic,Option Strategy,Equity
2470,Patronus Capital Management,CTA,Systematic,Multi Strategy,Global
3951,Pavise Capital Management,Equity LS,Discretionary,Fundamental,Global
3938,PCJ Investment Counsel,Market Neutral,Discretionary,Fundamental,Global
2481,Pecunio,Crypto,Discretionary,Digital Asset Allocator,Global
2483,Penco Capital Management,CTA,Discretionary,Market Neutral,Commodity
2485,Pensum Asset Management,Equity LS,Discretionary,Fundamental,Global
2492,Pershing square,Equity LS,Discretionary,Fundamental,Global
2493,Persimmon,Equity LS,Discretionary,Technical,US
3691,Petersen & Partners Investment Management,Fixed Income,Discretionary,Credit,Nordic
2496,Petrus Advisers,Equity LS,Discretionary,Value,Europe
2505,Pharo Global Advisors,CTA,Discretionary,Fundamental,Emerging
4141,Phase3 Capital Management,CTA,Systematic,Multi Strategy,Fixed Income
2507,Phoenix Asset Management,Private Equity,Discretionary,Diversified,Europe
2509,Picard Angst,LongOnly,Active Index,Enhanced Index,Commodity
3763,Pictet Mahoney,Market Neutral,Discretionary,Fundamental,Global
2514,Pilgrim Partners Asia,CTA,Systematic,Multi Strategy,Global
2515,PIMCO,CTA,Discretionary,Fundamental,Global
3834,Pinpoint Asset Management,Equity LS,Discretionary,Fundamental,Asia
2528,PL Digital Management Pte,Crypto,Systematic,Crypto LS,Global
2531,Plaintext Capital Management,Crypto,Systematic,Crypto LS,Global
4239,Plenisfer Investment,AssetAllocation,Discretionary,Diversified,Global
2537,Plotinus Asset Management,CTA,Systematic,Short Term,Equity
2539,Plurimi Investment Managers,AssetAllocation,Discretionary,Fundamental,Global
2544,Plutus21 Blockchain Capital,Crypto,Discretionary,Digital Asset Allocator,Global
2549,Polar Asset Management Partners,Equity LS,Discretionary,Fundamental,North America
3838,Polar Capital,Fixed Income,Discretionary,Convertible,Global
4123,Polus Capital Management,Fixed Income,Discretionary,Fundamental,Global
2558,Portal Asset Management,Crypto,Fund of Funds,Crypto LS,Global
3726,Portland Hill Capital,Event Driven,Discretionary,Multi Strategy,Global
2567,Power,AssetAllocation,Discretionary,Diversified,Global
2569,PPF - PMG Partners Funds,Private Equity,Fund of Funds,Diversified,Global
2574,Premium Capital Advisors AG,CTA,Systematic,Short Term,Global
4145,Primoat,Equity LS,Discretionary,Fundamental,Global
4211,Principa Capital,CTA,Discretionary,Fundamental,Global
2595,Prior & Nilsson Fond och Kapitalforvaltning,Hedge Fund,Fund of Funds,Multi Strategy,Global
2597,PrivilEdge,Event Driven,Discretionary,Fundamental,Global
2602,ProChain Capital,Crypto,Discretionary,Digital Asset Allocator,Global
2607,ProFunds,Crypto,Systematic,Digital Asset Allocator,Global
2612,Prolific Capital Markets,Crypto,Discretionary,Crypto LS,Global
4491,Proshares,CTA,Systematic,Trend Following,Global
2616,Protean Funds Scandinavia,Equity LS,Discretionary,Fundamental,Small Cap
2622,Proxy P Management,Equity LS,Discretionary,Fundamental,Energy
4124,PSquared Asset Management,Fixed Income,Discretionary,Fundamental,Credit
2635,Purple Valley Capital,CTA,Systematic,Trend Following,Global
2639,Pythagoras Management Company,Crypto,Systematic,Market Neutral,Global
2644,QCAM Currency Asset Management AG,CTA,Systematic,Sentiment,Currency
2645,QDRA Pty,CTA,Systematic,Market Neutral,Commodity
2650,QMS Capital Management LP,CTA,Systematic,Multi Strategy,Global
2652,QQFund.com,CTA,Systematic,Trend Following,Global
4062,QSM,Equity LS,Discretionary,Value,Global
2657,QTS Capital Management,CTA,Systematic,Trend Following,Global
2659,Quadriga,Equity LS,Systematic,Option Strategy,Equity
3795,Quantedge Capital,RiskPremia,Systematic,Multi Strategy,Global
2669,Quantica Capital AG,LongOnly,Systematic,Trend Following,Global
2670,Quantified,Hedge Fund,Fund of Funds,Diversified,Global
2672,Quantitative Investment Management,CTA,Systematic,Short Term,Global
2675,Quantix Commodities LP,CTA,Discretionary,Multi Strategy,Commodity
4455,QuantStream Limited,CTA,Systematic,Multi Strategy,Commodity
4500,Quantum Hedging CTA,CTA,Discretionary,Fundamental,Agricultural
4452,Quantum Price Action Futures,CTA,Systematic,Short Term,Equity
3692,Quintik Capital,CTA,Systematic,Trend Following,Global
2706,Ramsey Quantitative Systems,CTA,Systematic,Option Strategy,Equity
2714,Rational Advisors,Equity LS,Discretionary,Option Strategy,Global
2716,RBC GAM,Fixed Income,Discretionary,Fundamental,Credit
2717,RCMA Capital,CTA,Discretionary,Fundamental,Commodity
3980,Re7 Capital,Crypto,Systematic,Market Neutral,Global
2720,Record Currency Management,Fixed Income,Discretionary,Fundamental,Emerging
2724,Red Rock Capital,CTA,Systematic,Multi Strategy,Commodity
2725,Redhedge,Fixed Income,Systematic,Multi Strategy,Global
2727,Redwood,CTA,Systematic,Trend Following,Equity
2728,Redwood Partners,Equity LS,Discretionary,Fundamental,US
2729,Refima Capital Management,Fixed Income,Discretionary,Fundamental,Europe
2731,Regulus Global Aadvisors,CTA,Systematic,Trend Following,Global
2734,Renaissance Technologies,Equity LS,Systematic,Multi Strategy,Global
4235,Resonanz,Hedge Fund,Fund of Funds,Diversified,Global
2739,RESQ,AssetAllocation,Discretionary,Diversified,Global
2740,Ress Capital,Fixed Income,Discretionary,Fundamental,Life Settlement
2744,Revolution Capital Management,CTA,Systematic,Short Term,Global
2747,RG Niederhoffer Capital Management,CTA,Systematic,Short Term,Global
2755,Ridge Capital,Fixed Income,Discretionary,Fundamental,High Yield
4115,Riposte Capital,Equity LS,Discretionary,Fundamental,Global
2770,Rivemont Investments,Crypto,Discretionary,Digital Asset Allocator,Global
4088,RiverNorth Capital Management,Event Driven,Discretionary,Fundamental,Global
2773,RiverPark,Equity LS,Discretionary,Fundamental,US
2774,Riverstone,Private Debt,Discretionary,Fundamental,ESG
4489,Robofunds Global,Equity LS,Systematic,AI,Global
2784,Robust Methods,CTA,Discretionary,Multi Strategy,Global
3926,Rollo Capital Management,Equity LS,Discretionary,Fundamental,Global
4240,Rothschild & Co,CTA,Systematic,Multi Strategy,Global
2804,Roubaix Capital,Equity LS,Discretionary,Fundamental,Small Cap
2809,Royal London,Fixed Income,Discretionary,Fundamental,Global
2814,RPM Risk & Portfolio Management,CTA,Fund of Funds,Diversified,Global
2818,Rubrics,LongOnly,Active Index,Diversified,Fixed Income
2819,Ruffer,Hedge Fund,Discretionary,Multi Strategy,Global
2820,Runa Digital Assets,Crypto,Discretionary,Crypto LS,Global
2827,RV Capital Management,CTA,Discretionary,Fundamental,Asia
2833,S W Mitchell Capital,Equity LS,Discretionary,Fundamental,Global
4212,S2F Capital Management,Crypto,Systematic,Crypto LS,Global
3856,Saba Capital,Fixed Income,Discretionary,Tail Protect,Global
3923,Sagil Capital,Equity LS,Discretionary,Fundamental,Emerging
3679,Samara Alpha Management,Crypto,Discretionary,Market Neutral,Global
3665,Sand Grove,Event Driven,Discretionary,Multi Strategy,Global
2854,Sandler,Equity LS,Discretionary,Fundamental,US
2858,Sanlam,LongOnly,Risk Parity,Enhanced Index,Equity
3745,Santander,RiskPremia,Systematic,Diversified,Global
2861,Sarkis,CTA,Discretionary,Fundamental,Energy
2873,Scenius Capital Management,Crypto,Fund of Funds,Crypto LS,Global
2877,Schindler Capital Management,CTA,Discretionary,Technical,Agricultural
2879,Schot Capital Limited,CTA,Systematic,Trend Following,Global
2880,Schroders,Hedge Fund,Fund of Funds,Diversified,Global
4096,Schultze Asset Management,Event Driven,Discretionary,Fundamental,Global
3884,Scopia Capital Management,Market Neutral,Discretionary,Fundamental,Global
2888,Seahawk,Equity LS,Discretionary,Fundamental,Global
2900,Sector Theta AS,Equity LS,Discretionary,Fundamental,Japan
2903,Securis,Fixed Income,Discretionary,Fundamental,Cat Bond
3920,Sefton Place Advisors,Equity LS,Discretionary,Fundamental,Global
3894,Seligman Investments,Equity LS,Discretionary,Fundamental,Technology
2908,Selwood,Equity LS,Discretionary,Fundamental,Europe
2912,Sentat Asset Management,Equity LS,Discretionary,Fundamental,Global
2917,Sequoia,Infrastructure,Discretionary,Diversified,Global
3907,Shadowfall Capital & Research,Equity LS,Discretionary,Fundamental,Europe
2928,Shadowridge Capital,CTA,Systematic,Multi Strategy,Equity
2930,Shannon River,Equity LS,Discretionary,Fundamental,Technology
3666,Sharper Machine,Equity LS,Systematic,Multi Strategy,Global
2938,Sherborne,Equity LS,Discretionary,Activist,Global
2942,Shinfalls Commodities,CTA,Discretionary,Fundamental,Metal
2947,Sibilla Capital,Hedge Fund,Discretionary,Fundamental,Global
4101,Signal Capital Partners,Fixed Income,Discretionary,Fundamental,Europe
4351,Signum Varainhoito,Hedge Fund,Discretionary,Fundamental,Global
2956,Silver8,Crypto,Discretionary,Crypto LS,Global
2958,SilverDome Investment Partners,AssetAllocation,Discretionary,Diversified,Global
1654,Sinohope Asset,Crypto,Discretionary,Crypto LS,Global
2961,SinoPac Asset Management Asia,CTA,Systematic,Multi Strategy,Global
3909,Sio Capital Management,Equity LS,Discretionary,Fundamental,Health Care
4433,Sissener,LongOnly,Discretionary,Fundamental,Equity
2964,Sissener AS,Hedge Fund,Discretionary,Fundamental,Nordic
2965,Sivers Urban Fonder,Equity LS,Discretionary,Fundamental,Nordic
2972,Skandinaviska Kreditfonden,Fixed Income,Discretionary,Fundamental,Private Loans
3908,Slater Investments,Equity LS,Discretionary,Fundamental,Europe
2995,SMI,AssetAllocation,Systematic,Diversified,Global
3001,SMN Investment Services,CTA,Systematic,Trend Following,Global
3007,Soaring Pelican,CTA,Systematic,Multi Strategy,Global
4365,Societe Generale Investment Solutions,RiskPremia,Systematic,Multi Strategy,Commodity
4294,Sofinnova Investments,Equity LS,Discretionary,Fundamental,Health Care
3829,Solidum Partners AG,Fixed Income,Discretionary,Fundamental,Cat Bond
4507,Space Edge Technology Limited,CTA,Systematic,Fundamental,Global
4236,Sparx Group,Equity LS,Discretionary,Fundamental,Japan
3037,Spectrum Advisors,AssetAllocation,Discretionary,Diversified,Global
3797,Sphera Funds Management,Equity LS,Discretionary,Fundamental,Emerging
4223,SPX Capital,CTA,Discretionary,Fundamental,Global
3048,SRV Capital,Fixed Income,Credit,Fundamental,Europe
3050,St Petri Capital,Equity LS,Discretionary,Fundamental,Europe
3051,St. Gotthard Fund Management,Crypto,Discretionary,Digital Asset Allocator,Global
3058,Standard Life,Fixed Income,Discretionary,Fundamental,Global
3059,Standpoint,CTA,Systematic,Trend Following,Global
3722,Stoka Global Management,Crypto,Discretionary,Crypto LS,Global
3078,Stolt Kapitalforvaltning AS,LongOnly,Systematic,Fundamental,Small Cap
4271,Stony Point Capital,Equity LS,Discretionary,Fundamental,Global
3082,Storm Capital Management,Fixed Income,Discretionary,Fundamental,Nordic
4020,Stouff Capital,Equity LS,Systematic,Multi Strategy,Global
3085,Strada General,CTA,Systematic,Multi Strategy,Global
3870,Strategic Investment Advisors,Equity LS,Discretionary,Fundamental,Commodity
3906,Stratobridge Asset Management,Fixed Income,Discretionary,Market Neutral,Global
3106,Stylus Capital,Crypto,Systematic,Crypto LS,Global
3108,Suir Valley,Private Equity,Discretionary,Diversified,Venture
3883,SummerHaven Investment Management,CTA,Systematic,Multi Strategy,Commodity
3117,Superfund Capital Management,CTA,Systematic,Trend Following,Global
3138,Swiss Rock,LongOnly,Active Index,Multi Strategy,Metal
3143,SwissRex AG,Crypto,Systematic,Crypto LS,Global
3146,Sycomore,Equity LS,Discretionary,Fundamental,Europe
3147,Symmetry,Hedge Fund,Fund of Funds,Diversified,Global
3149,Symmetry Invest,Equity LS,Discretionary,Fundamental,Europe
3156,SysCat Capital,CTA,Systematic,Short Term,Global
3160,Systematica Investments,CTA,Systematic,Trend Following,Alternative
3164,SZKB,LongOnly,Active Index,Fundamental,ESG
3171,Tabula,Fixed Income,Systematic,Fundamental,Credit
3174,Tages,CTA,Discretionary,Fundamental,Fixed Income
3176,Takahe Capital,CTA,Systematic,Trend Following,Global
3185,Taranis SA,CTA,Systematic,Multi Strategy,Equity
2495,Tavira Financial,Equity LS,Discretionary,Fundamental,North America
3190,Taylor Maritime,Private Equity,Discretionary,Diversified,Shipping
3191,TCW,Fixed Income,Discretionary,Fundamental,Global
3192,Teberg,AssetAllocation,Discretionary,Diversified,Global
3793,Telligent Capital Management,Equity LS,Discretionary,Fundamental,Asia
3711,Tenac Asset Management,Fixed Income,Discretionary,Fundamental,Emerging
3203,Tenax,AssetAllocation,Discretionary,Diversified,Global
4150,Terreplein Investment Management,CTA,Systematic,Market Neutral,Commodity
3211,Tetragon Financial Group,Private Equity,Fund of Funds,Diversified,Global
3214,TGCC,CTA,Systematic,Trend Following,Global
3223,The Covered Bridge,Equity LS,Discretionary,Option Strategy,US
3230,The Great O'Neill,CTA,Discretionary,Fundamental,Commodity
3836,The Investment Trust of India,Equity LS,Discretionary,Fundamental,Asia
3237,The Tape Reader,CTA,Systematic,Trend Following,Global
3250,ThirdYear Capital,CTA,Systematic,Multi Strategy,Global
3256,Tianyou Asset Management,CTA,Systematic,Option Writer,Equity
3260,Tidan Capital,CTA,Systematic,Short Term,Global
3261,Tiedemann,Event Driven,Discretionary,MergerArb,Global
3263,Tikehau,AssetAllocation,Discretionary,Fundamental,Global
3671,TIND Asset Management,Equity LS,Discretionary,Fundamental,Nordic
3882,Titan Capital Investments,CTA,Discretionary,Technical,Agricultural
3268,Titanium,Crypto,Discretionary,Digital Asset Allocator,Global
3269,TitaniumStrategy Titanium,Crypto,Discretionary,Digital Asset Allocator,Global
3285,TOBAM,Crypto,Index,Index,Index
3293,Top 25 Coins Index,Crypto,Discretionary,Digital Asset Allocator,Global
3868,Trafalgar Capital Management,Equity LS,Discretionary,Fundamental,US
4479,Trajectory Capital Group,CTA,Systematic,Tail Protect,Volatility
4103,Trans-Canada Capital,Hedge Fund,Discretionary,Multi Strategy,Global
3315,Transtrend BV,CTA,Systematic,Trend Following,Global
3899,Trek Capital Management,Equity LS,Discretionary,Fundamental,US
3328,Triaxiom Capital,CTA,Systematic,Market Neutral,Global
3336,Triple Alpha Index,Crypto,Discretionary,Digital Asset Allocator,Global
4083,Triton Bay Capital,CTA,Systematic,Short Term,Global
3337,Trium Capital,RiskPremia,Systematic,Multi Strategy,Global
3340,Troy Asset Management,AssetAllocation,Discretionary,Diversified,Global
4272,Trutino Capital Management,Fixed income,Discretionary,Market Neutral,Credit
3348,TT International,Equity LS,Discretionary,Fundamental,Europe
3350,Tudor Investment Corp,CTA,Systematic,Trend Following,Global
